Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
MUSCULO_63	91610783	0	43624935	0	0	0	40154590	0	91610783	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	91610783
MUSCULO_64	56377149	0	28037872	0	0	0	23341567	0	56377149	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	56377149
MUSCULO_65	41809924	0	18962770	0	0	0	17977895	0	41809924	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	41809924
MUSCULO_66	34140926	0	11582887	0	0	0	17581261	0	34140926	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	34140926
MUSCULO_67	45212310	0	20092854	0	0	0	20768457	0	45212310	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	45212310
MUSCULO_68	38877486	0	16420511	0	0	0	17996404	0	38877486	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	38877486
MUSCULO_69	40232757	0	16889737	0	0	0	18173154	0	40232757	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	40232757
MUSCULO_70	46529581	0	21266529	0	0	0	20737404	0	46529581	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	46529581
MUSCULO_71	41951298	0	16706734	0	0	0	20025716	0	41951298	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	41951298
MUSCULO_72	32744525	0	15222700	0	0	0	13719814	0	32744525	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	32744525
MUSCULO_73	72929298	0	37119722	0	0	0	29683599	0	72929298	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	72929298
MUSCULO_74	55852435	0	19755246	0	0	0	28927860	0	55852435	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	55852435
MUSCULO_75	46010765	0	16090890	0	0	0	24211632	0	46010765	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	46010765
MUSCULO_76	40208221	0	11743486	0	0	0	21810596	0	40208221	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	40208221
MUSCULO_77	90254009	0	33984587	0	0	0	46326464	0	90254009	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	90254009
MUSCULO_78	95423741	0	47721476	0	0	0	40367843	0	95423741	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	95423741
MUSCULO_79	62852516	0	26605973	0	0	0	29686361	0	62852516	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	62852516
MUSCULO_80	52427862	0	24949043	0	0	0	22058961	0	52427862	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	52427862
MUSCULO_81	50231807	0	24245740	0	0	0	20767711	0	50231807	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	50231807
MUSCULO_82	55568427	0	17169653	0	0	0	31551753	0	55568427	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	55568427
MUSCULO_83	96489851	0	49207415	0	0	0	39776260	0	96489851	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	96489851
MUSCULO_84	52439416	0	16658589	0	0	0	28896594	0	52439416	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	52439416
MUSCULO_85	60050202	0	23992298	0	0	0	29556579	0	60050202	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	60050202
MUSCULO_86	68895871	0	37599932	0	0	0	26163559	0	68895871	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	68895871
MUSCULO_87	65326407	0	31350767	0	0	0	27448639	0	65326407	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	65326407
MUSCULO_88	87232737	0	44763187	0	0	0	35287684	0	87232737	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	87232737
MUSCULO_89	34911753	0	9060701	0	0	0	21113155	0	34911753	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	34911753
MUSCULO_90	135865904	0	53615041	0	0	0	71671692	0	135865904	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	135865904
MUSCULO_91	64499999	0	27028415	0	0	0	29950317	0	64499999	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	64499999
MUSCULO_92	58327687	0	15729558	0	0	0	34420670	0	58327687	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	58327687
MUSCULO_93	65053172	0	26387536	0	0	0	32201764	0	65053172	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	65053172
MUSCULO_94	58621439	0	29190961	0	0	0	24271347	0	58621439	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	58621439
MUSCULO_95	76713317	0	33865952	0	0	0	35837943	0	76713317	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	76713317
MUSCULO_96	60877937	0	25415857	0	0	0	26722693	0	60877937	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	60877937
MUSCULO_97	82906933	0	57120415	0	0	0	21574002	0	82906933	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	82906933
MUSCULO_98	64970079	0	19557607	0	0	0	34975691	0	64970079	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	64970079
MUSCULO_99	80886966	0	38746296	0	0	0	35394025	0	80886966	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	80886966
