Sample	10	11	12	13	14	15	16	17	18	19	1	20	2	3	4	5	6	7	8	9	MT	X	Y	*
HIGADO_46	[1240170, 112626471]	[852965, 90463843]	[4845060, 52716770]	[826966, 114033958]	[13258124, 115493446]	[498210, 111246239]	[634656, 90668790]	[507546, 90843779]	[466706, 88201929]	[1125653, 62275575]	[4994594, 282763074]	[578059, 56205956]	[1965676, 266435125]	[1059648, 177699992]	[2642204, 184226339]	[2901519, 173707219]	[5785004, 147991367]	[3817367, 145729302]	[3040538, 133307652]	[1018060, 122095297]	[1497593, 16313]	[1711832, 159970021]	[4909, 3310458]	[0, 0]
HIGADO_47	[1026740, 112626471]	[688894, 90463843]	[3402515, 52716770]	[648657, 114033958]	[20513888, 115493446]	[392281, 111246239]	[543427, 90668790]	[439522, 90843779]	[393560, 88201929]	[874774, 62275575]	[5430907, 282763074]	[518462, 56205956]	[1576783, 266435125]	[888127, 177699992]	[1753092, 184226339]	[2695819, 173707219]	[5581995, 147991367]	[3038440, 145729302]	[2305071, 133307652]	[820231, 122095297]	[1701939, 16313]	[1355321, 159970021]	[1316, 3310458]	[0, 0]
HIGADO_48	[1213390, 112626471]	[760789, 90463843]	[3637361, 52716770]	[764989, 114033958]	[37021419, 115493446]	[474560, 111246239]	[596008, 90668790]	[514895, 90843779]	[468882, 88201929]	[977573, 62275575]	[9880806, 282763074]	[635690, 56205956]	[1946761, 266435125]	[1057790, 177699992]	[2049625, 184226339]	[5380128, 173707219]	[8250155, 147991367]	[3371290, 145729302]	[2611557, 133307652]	[930803, 122095297]	[1778181, 16313]	[1460829, 159970021]	[2417, 3310458]	[0, 0]
HIGADO_49	[2739658, 112626471]	[1817808, 90463843]	[8989330, 52716770]	[1499126, 114033958]	[26330876, 115493446]	[933043, 111246239]	[1250334, 90668790]	[1042645, 90843779]	[1053849, 88201929]	[2756290, 62275575]	[10964014, 282763074]	[1181212, 56205956]	[4448354, 266435125]	[2171136, 177699992]	[4275645, 184226339]	[5258091, 173707219]	[14389600, 147991367]	[6862536, 145729302]	[5746402, 133307652]	[2092374, 122095297]	[2386664, 16313]	[3480308, 159970021]	[3642, 3310458]	[0, 0]
HIGADO_50	[1697568, 112626471]	[1085754, 90463843]	[5795263, 52716770]	[947163, 114033958]	[15433981, 115493446]	[573578, 111246239]	[779691, 90668790]	[565223, 90843779]	[532222, 88201929]	[1582688, 62275575]	[6604736, 282763074]	[749769, 56205956]	[2474026, 266435125]	[1328113, 177699992]	[2131554, 184226339]	[3051277, 173707219]	[7944951, 147991367]	[4893303, 145729302]	[3719263, 133307652]	[1347419, 122095297]	[1469138, 16313]	[2061606, 159970021]	[1948, 3310458]	[0, 0]
HIGADO_51	[1482052, 112626471]	[984674, 90463843]	[5130944, 52716770]	[869152, 114033958]	[12645155, 115493446]	[552872, 111246239]	[691031, 90668790]	[556836, 90843779]	[551974, 88201929]	[1418381, 62275575]	[6175830, 282763074]	[649612, 56205956]	[2413816, 266435125]	[1216404, 177699992]	[2479572, 184226339]	[3053016, 173707219]	[7357032, 147991367]	[4339668, 145729302]	[3242064, 133307652]	[1243597, 122095297]	[1588699, 16313]	[1948687, 159970021]	[3439, 3310458]	[0, 0]
HIGADO_52	[2145800, 112626471]	[1397889, 90463843]	[4523933, 52716770]	[1146180, 114033958]	[33640115, 115493446]	[788697, 111246239]	[842358, 90668790]	[691172, 90843779]	[719471, 88201929]	[1535843, 62275575]	[8368190, 282763074]	[738022, 56205956]	[3316650, 266435125]	[1658171, 177699992]	[3914936, 184226339]	[4793897, 173707219]	[8551677, 147991367]	[4448198, 145729302]	[3859535, 133307652]	[1629725, 122095297]	[1379081, 16313]	[1865986, 159970021]	[8412, 3310458]	[0, 0]
HIGADO_53	[1566678, 112626471]	[995492, 90463843]	[4856458, 52716770]	[805838, 114033958]	[14339265, 115493446]	[497690, 111246239]	[661364, 90668790]	[491249, 90843779]	[482038, 88201929]	[1398046, 62275575]	[5911811, 282763074]	[587587, 56205956]	[2289453, 266435125]	[1147280, 177699992]	[1874887, 184226339]	[2778187, 173707219]	[7788924, 147991367]	[4116302, 145729302]	[3077799, 133307652]	[1174418, 122095297]	[1000258, 16313]	[1763591, 159970021]	[1766, 3310458]	[0, 0]
HIGADO_54	[1688407, 112626471]	[1054703, 90463843]	[3560994, 52716770]	[999473, 114033958]	[12406180, 115493446]	[552455, 111246239]	[808527, 90668790]	[600199, 90843779]	[581757, 88201929]	[1177265, 62275575]	[6162348, 282763074]	[749807, 56205956]	[2247075, 266435125]	[1357982, 177699992]	[2765312, 184226339]	[2785519, 173707219]	[5387740, 147991367]	[3394931, 145729302]	[3115158, 133307652]	[1380341, 122095297]	[1572178, 16313]	[1517218, 159970021]	[1492, 3310458]	[0, 0]
HIGADO_55	[1279270, 112626471]	[801959, 90463843]	[4286905, 52716770]	[814894, 114033958]	[16943415, 115493446]	[485331, 111246239]	[555284, 90668790]	[494786, 90843779]	[508318, 88201929]	[1303434, 62275575]	[5835305, 282763074]	[507700, 56205956]	[2078844, 266435125]	[1033229, 177699992]	[2389850, 184226339]	[5330384, 173707219]	[6913354, 147991367]	[3699023, 145729302]	[2845036, 133307652]	[986831, 122095297]	[1176488, 16313]	[1598563, 159970021]	[5390, 3310458]	[0, 0]
HIGADO_56	[1236833, 112626471]	[781968, 90463843]	[2953448, 52716770]	[675267, 114033958]	[21882095, 115493446]	[405386, 111246239]	[515851, 90668790]	[419473, 90843779]	[458286, 88201929]	[998272, 62275575]	[6423930, 282763074]	[467412, 56205956]	[1864447, 266435125]	[998537, 177699992]	[2409320, 184226339]	[4256316, 173707219]	[6423728, 147991367]	[2677031, 145729302]	[2341272, 133307652]	[1002873, 122095297]	[942494, 16313]	[1196294, 159970021]	[5621, 3310458]	[0, 0]
HIGADO_57	[1577130, 112626471]	[1015024, 90463843]	[4489926, 52716770]	[887842, 114033958]	[42863304, 115493446]	[528363, 111246239]	[638109, 90668790]	[513974, 90843779]	[519807, 88201929]	[1418483, 62275575]	[9033608, 282763074]	[644227, 56205956]	[2410160, 266435125]	[1235171, 177699992]	[2503548, 184226339]	[7151508, 173707219]	[9617591, 147991367]	[4171142, 145729302]	[3185555, 133307652]	[1170977, 122095297]	[1871464, 16313]	[1684826, 159970021]	[5503, 3310458]	[0, 0]
HIGADO_58	[1617740, 112626471]	[976180, 90463843]	[2059154, 52716770]	[860631, 114033958]	[22557958, 115493446]	[472784, 111246239]	[673470, 90668790]	[502977, 90843779]	[520042, 88201929]	[932666, 62275575]	[6070994, 282763074]	[652746, 56205956]	[2261991, 266435125]	[1237848, 177699992]	[2653231, 184226339]	[3930835, 173707219]	[5050070, 147991367]	[2367684, 145729302]	[2522248, 133307652]	[1246848, 122095297]	[1720056, 16313]	[1040161, 159970021]	[5613, 3310458]	[0, 0]
HIGADO_59	[1540101, 112626471]	[930458, 90463843]	[2981604, 52716770]	[927236, 114033958]	[14927895, 115493446]	[508286, 111246239]	[657997, 90668790]	[519729, 90843779]	[545868, 88201929]	[1193832, 62275575]	[5316027, 282763074]	[635391, 56205956]	[2246222, 266435125]	[1223495, 177699992]	[3357572, 184226339]	[4587853, 173707219]	[5829005, 147991367]	[2774553, 145729302]	[2893552, 133307652]	[1267226, 122095297]	[1140005, 16313]	[1261767, 159970021]	[5295, 3310458]	[0, 0]
HIGADO_60	[1498550, 112626471]	[966695, 90463843]	[2447472, 52716770]	[727215, 114033958]	[35328988, 115493446]	[521312, 111246239]	[596006, 90668790]	[516607, 90843779]	[502128, 88201929]	[892544, 62275575]	[6461800, 282763074]	[552805, 56205956]	[2376398, 266435125]	[1222972, 177699992]	[2580253, 184226339]	[3768962, 173707219]	[5563968, 147991367]	[2475484, 145729302]	[2312210, 133307652]	[1170442, 122095297]	[1222807, 16313]	[1107770, 159970021]	[6715, 3310458]	[0, 0]
MUSCULO_100	[6719558, 112626471]	[1499605, 90463843]	[7571805, 52716770]	[1466786, 114033958]	[36296080, 115493446]	[1670987, 111246239]	[1679234, 90668790]	[1616024, 90843779]	[1452670, 88201929]	[3915287, 62275575]	[14404507, 282763074]	[1433804, 56205956]	[4823735, 266435125]	[9022658, 177699992]	[3137408, 184226339]	[6825535, 173707219]	[9590472, 147991367]	[7794135, 145729302]	[7089685, 133307652]	[2680259, 122095297]	[10187978, 16313]	[3179996, 159970021]	[16769, 3310458]	[0, 0]
MUSCULO_101	[4296303, 112626471]	[806179, 90463843]	[2756994, 52716770]	[816865, 114033958]	[13953925, 115493446]	[724690, 111246239]	[952007, 90668790]	[832634, 90843779]	[747080, 88201929]	[1887117, 62275575]	[7941138, 282763074]	[780875, 56205956]	[2340325, 266435125]	[6328705, 177699992]	[1834347, 184226339]	[3371296, 173707219]	[3639247, 147991367]	[3412106, 145729302]	[3074227, 133307652]	[1472809, 122095297]	[3733732, 16313]	[1337292, 159970021]	[9940, 3310458]	[0, 0]
MUSCULO_102	[1897005, 112626471]	[430005, 90463843]	[2013979, 52716770]	[406188, 114033958]	[7246630, 115493446]	[442064, 111246239]	[477517, 90668790]	[503179, 90843779]	[425791, 88201929]	[1007412, 62275575]	[3870620, 282763074]	[428993, 56205956]	[1314220, 266435125]	[2403293, 177699992]	[951685, 184226339]	[1705456, 173707219]	[2236704, 147991367]	[2080889, 145729302]	[1915121, 133307652]	[733905, 122095297]	[2725632, 16313]	[893976, 159970021]	[1011, 3310458]	[0, 0]
MUSCULO_103	[2098173, 112626471]	[463099, 90463843]	[2424091, 52716770]	[398922, 114033958]	[15700353, 115493446]	[412012, 111246239]	[474000, 90668790]	[449392, 90843779]	[398744, 88201929]	[1301571, 62275575]	[5478200, 282763074]	[391962, 56205956]	[1360146, 266435125]	[2946358, 177699992]	[990003, 184226339]	[2600912, 173707219]	[4092800, 147991367]	[2231601, 145729302]	[1893903, 133307652]	[773661, 122095297]	[2212928, 16313]	[976136, 159970021]	[5348, 3310458]	[0, 0]
MUSCULO_104	[3361763, 112626471]	[758184, 90463843]	[3616670, 52716770]	[716575, 114033958]	[10253705, 115493446]	[909411, 111246239]	[774222, 90668790]	[806187, 90843779]	[688877, 88201929]	[1856391, 62275575]	[6346306, 282763074]	[660010, 56205956]	[2444747, 266435125]	[5695306, 177699992]	[1612313, 184226339]	[2489510, 173707219]	[3922817, 147991367]	[3852643, 145729302]	[3110975, 133307652]	[1311822, 122095297]	[2407707, 16313]	[1653875, 159970021]	[8627, 3310458]	[0, 0]
MUSCULO_105	[3289160, 112626471]	[709058, 90463843]	[3936123, 52716770]	[669882, 114033958]	[16563521, 115493446]	[638894, 111246239]	[742161, 90668790]	[655736, 90843779]	[606049, 88201929]	[1927810, 62275575]	[7678538, 282763074]	[569950, 56205956]	[2153802, 266435125]	[3485262, 177699992]	[1430688, 184226339]	[2779660, 173707219]	[4643209, 147991367]	[3839100, 145729302]	[3136612, 133307652]	[1276458, 122095297]	[1872882, 16313]	[1522320, 159970021]	[6673, 3310458]	[0, 0]
MUSCULO_106	[1988367, 112626471]	[546033, 90463843]	[2458016, 52716770]	[481608, 114033958]	[12826840, 115493446]	[512834, 111246239]	[568210, 90668790]	[560616, 90843779]	[475939, 88201929]	[1245058, 62275575]	[8548026, 282763074]	[486419, 56205956]	[1649492, 266435125]	[2239670, 177699992]	[1149083, 184226339]	[3990464, 173707219]	[5425838, 147991367]	[2587580, 145729302]	[2488100, 133307652]	[903615, 122095297]	[2692122, 16313]	[1202609, 159970021]	[8121, 3310458]	[0, 0]
MUSCULO_107	[3646880, 112626471]	[816437, 90463843]	[4103065, 52716770]	[714877, 114033958]	[10135328, 115493446]	[678139, 111246239]	[789161, 90668790]	[774190, 90843779]	[682449, 88201929]	[1807899, 62275575]	[7060319, 282763074]	[688040, 56205956]	[2466680, 266435125]	[4361577, 177699992]	[1605194, 184226339]	[2779852, 173707219]	[4830259, 147991367]	[4159519, 145729302]	[3334619, 133307652]	[1442570, 122095297]	[2441926, 16313]	[1828835, 159970021]	[9494, 3310458]	[0, 0]
MUSCULO_108	[5033461, 112626471]	[1071947, 90463843]	[4341389, 52716770]	[966769, 114033958]	[16906329, 115493446]	[955205, 111246239]	[1171337, 90668790]	[1146518, 90843779]	[1013667, 88201929]	[2386250, 62275575]	[10273777, 282763074]	[1168112, 56205956]	[3279402, 266435125]	[6558280, 177699992]	[2281926, 184226339]	[4588516, 173707219]	[6358975, 147991367]	[5054991, 145729302]	[4355138, 133307652]	[1819674, 122095297]	[7771213, 16313]	[1900730, 159970021]	[11601, 3310458]	[0, 0]
MUSCULO_109	[2615039, 112626471]	[526110, 90463843]	[2014108, 52716770]	[537242, 114033958]	[7858753, 115493446]	[505661, 111246239]	[623453, 90668790]	[537038, 90843779]	[494263, 88201929]	[1297449, 62275575]	[5470172, 282763074]	[511396, 56205956]	[1545306, 266435125]	[3735798, 177699992]	[1167798, 184226339]	[2182727, 173707219]	[2523466, 147991367]	[2193665, 145729302]	[2059945, 133307652]	[978819, 122095297]	[2181181, 16313]	[838435, 159970021]	[5417, 3310458]	[0, 0]
MUSCULO_110	[2579782, 112626471]	[600840, 90463843]	[2192678, 52716770]	[547707, 114033958]	[13432006, 115493446]	[501341, 111246239]	[657454, 90668790]	[545665, 90843779]	[500514, 88201929]	[1429304, 62275575]	[7622075, 282763074]	[490843, 56205956]	[1646585, 266435125]	[2598405, 177699992]	[1264103, 184226339]	[3300527, 173707219]	[4219200, 147991367]	[2425148, 145729302]	[2170723, 133307652]	[1004545, 122095297]	[1436085, 16313]	[972996, 159970021]	[2131, 3310458]	[0, 0]
MUSCULO_111	[2533334, 112626471]	[581588, 90463843]	[2370257, 52716770]	[487142, 114033958]	[13452826, 115493446]	[463083, 111246239]	[565556, 90668790]	[506674, 90843779]	[466745, 88201929]	[1237205, 62275575]	[5807269, 282763074]	[485635, 56205956]	[1746546, 266435125]	[2685785, 177699992]	[1133225, 184226339]	[2358382, 173707219]	[3813889, 147991367]	[2494840, 145729302]	[2229368, 133307652]	[969345, 122095297]	[1754949, 16313]	[1069189, 159970021]	[5894, 3310458]	[0, 0]
MUSCULO_112	[3485948, 112626471]	[748574, 90463843]	[3648402, 52716770]	[713916, 114033958]	[9418276, 115493446]	[604078, 111246239]	[747712, 90668790]	[771786, 90843779]	[641753, 88201929]	[1676609, 62275575]	[7244362, 282763074]	[658256, 56205956]	[2323653, 266435125]	[4035224, 177699992]	[1565073, 184226339]	[2760849, 173707219]	[4176564, 147991367]	[3478116, 145729302]	[3041332, 133307652]	[1269576, 122095297]	[2150203, 16313]	[1537855, 159970021]	[2079, 3310458]	[0, 0]
MUSCULO_113	[3564298, 112626471]	[835807, 90463843]	[2799119, 52716770]	[845972, 114033958]	[2434614, 115493446]	[699045, 111246239]	[815372, 90668790]	[825772, 90843779]	[678548, 88201929]	[1320707, 62275575]	[6303543, 282763074]	[790785, 56205956]	[2577503, 266435125]	[4464813, 177699992]	[1703299, 184226339]	[2247630, 173707219]	[3044380, 147991367]	[3193547, 145729302]	[2925110, 133307652]	[1539282, 122095297]	[2079714, 16313]	[1522992, 159970021]	[3459, 3310458]	[0, 0]
MUSCULO_114	[3184380, 112626471]	[625002, 90463843]	[2358125, 52716770]	[605588, 114033958]	[7736961, 115493446]	[531312, 111246239]	[620741, 90668790]	[637099, 90843779]	[535631, 88201929]	[1087874, 62275575]	[5820806, 282763074]	[940919, 56205956]	[2058721, 266435125]	[4117519, 177699992]	[1469448, 184226339]	[3145122, 173707219]	[4280337, 147991367]	[2741715, 145729302]	[2700390, 133307652]	[1258615, 122095297]	[6242085, 16313]	[1652237, 159970021]	[9540, 3310458]	[0, 0]
MUSCULO_115	[4295974, 112626471]	[912604, 90463843]	[4266608, 52716770]	[908371, 114033958]	[6048703, 115493446]	[785749, 111246239]	[895565, 90668790]	[983138, 90843779]	[796616, 88201929]	[1661848, 62275575]	[7146130, 282763074]	[1039806, 56205956]	[2893664, 266435125]	[5958610, 177699992]	[1888491, 184226339]	[2998480, 173707219]	[4865617, 147991367]	[4479833, 145729302]	[4039807, 133307652]	[1603641, 122095297]	[5383384, 16313]	[2076497, 159970021]	[3446, 3310458]	[0, 0]
MUSCULO_116	[6050426, 112626471]	[1322273, 90463843]	[9648944, 52716770]	[1160200, 114033958]	[26307592, 115493446]	[1110713, 111246239]	[1324610, 90668790]	[1442626, 90843779]	[1199204, 88201929]	[2982651, 62275575]	[14424925, 282763074]	[1531255, 56205956]	[4089281, 266435125]	[6206879, 177699992]	[2720972, 184226339]	[7092091, 173707219]	[11620188, 147991367]	[8439451, 145729302]	[6822800, 133307652]	[2167639, 122095297]	[10919578, 16313]	[3535942, 159970021]	[16111, 3310458]	[0, 0]
MUSCULO_117	[2323093, 112626471]	[549775, 90463843]	[1882010, 52716770]	[505259, 114033958]	[4999878, 115493446]	[422902, 111246239]	[561263, 90668790]	[566589, 90843779]	[476062, 88201929]	[989835, 62275575]	[5056916, 282763074]	[605650, 56205956]	[1656608, 266435125]	[2235657, 177699992]	[1100901, 184226339]	[2165546, 173707219]	[2776827, 147991367]	[2110766, 145729302]	[2276106, 133307652]	[919461, 122095297]	[3325935, 16313]	[961942, 159970021]	[1466, 3310458]	[0, 0]
MUSCULO_118	[3501120, 112626471]	[714109, 90463843]	[3647485, 52716770]	[676299, 114033958]	[12016901, 115493446]	[631234, 111246239]	[782795, 90668790]	[751282, 90843779]	[638936, 88201929]	[1844692, 62275575]	[7533277, 282763074]	[635926, 56205956]	[2104705, 266435125]	[4847125, 177699992]	[1578667, 184226339]	[3108780, 173707219]	[4367945, 147991367]	[3653600, 145729302]	[3014126, 133307652]	[1299452, 122095297]	[2019195, 16313]	[1470418, 159970021]	[7796, 3310458]	[0, 0]
MUSCULO_119	[2664868, 112626471]	[625693, 90463843]	[2178251, 52716770]	[557317, 114033958]	[16969809, 115493446]	[488121, 111246239]	[635090, 90668790]	[599179, 90843779]	[536569, 88201929]	[1150354, 62275575]	[10824152, 282763074]	[692675, 56205956]	[1949995, 266435125]	[2857751, 177699992]	[1253112, 184226339]	[5613587, 173707219]	[6414431, 147991367]	[2701564, 145729302]	[2493675, 133307652]	[1004354, 122095297]	[4032714, 16313]	[1084619, 159970021]	[1671, 3310458]	[0, 0]
MUSCULO_120	[3294289, 112626471]	[707617, 90463843]	[3564612, 52716770]	[720531, 114033958]	[7486350, 115493446]	[584865, 111246239]	[737577, 90668790]	[718535, 90843779]	[635372, 88201929]	[1680679, 62275575]	[6551537, 282763074]	[606682, 56205956]	[2090893, 266435125]	[3543920, 177699992]	[1478448, 184226339]	[2188421, 173707219]	[3606482, 147991367]	[3524308, 145729302]	[2927476, 133307652]	[1373138, 122095297]	[1143616, 16313]	[1575352, 159970021]	[1900, 3310458]	[0, 0]
MUSCULO_61	[4341115, 112626471]	[967446, 90463843]	[6014263, 52716770]	[899589, 114033958]	[22800456, 115493446]	[815922, 111246239]	[1025564, 90668790]	[986816, 90843779]	[845191, 88201929]	[2626802, 62275575]	[10338895, 282763074]	[860052, 56205956]	[2964443, 266435125]	[4984439, 177699992]	[1995505, 184226339]	[4484862, 173707219]	[8311573, 147991367]	[5218470, 145729302]	[4181314, 133307652]	[1624818, 122095297]	[3772273, 16313]	[2130947, 159970021]	[2276, 3310458]	[0, 0]
MUSCULO_62	[6723506, 112626471]	[1261894, 90463843]	[6319266, 52716770]	[1223735, 114033958]	[6275156, 115493446]	[1026540, 111246239]	[1274721, 90668790]	[1330134, 90843779]	[1133858, 88201929]	[3269795, 62275575]	[10941404, 282763074]	[1117451, 56205956]	[3974758, 266435125]	[9367126, 177699992]	[2618808, 184226339]	[3826794, 173707219]	[6492648, 147991367]	[6355151, 145729302]	[5288371, 133307652]	[2321437, 122095297]	[3993103, 16313]	[2613638, 159970021]	[3574, 3310458]	[0, 0]
MUSCULO_63	[4938656, 112626471]	[1076244, 90463843]	[7298813, 52716770]	[966107, 114033958]	[14716174, 115493446]	[904401, 111246239]	[1090139, 90668790]	[1053125, 90843779]	[908786, 88201929]	[3101874, 62275575]	[11354137, 282763074]	[912499, 56205956]	[3253539, 266435125]	[5836807, 177699992]	[2167533, 184226339]	[4321812, 173707219]	[8132340, 147991367]	[6321230, 145729302]	[4901841, 133307652]	[1764032, 122095297]	[3817463, 16313]	[2761048, 159970021]	[12183, 3310458]	[0, 0]
MUSCULO_64	[2872580, 112626471]	[595307, 90463843]	[4439434, 52716770]	[530778, 114033958]	[9749224, 115493446]	[585655, 111246239]	[617026, 90668790]	[638859, 90843779]	[530711, 88201929]	[1890828, 62275575]	[5704182, 282763074]	[512225, 56205956]	[1925815, 266435125]	[4012708, 177699992]	[1183394, 184226339]	[2632476, 173707219]	[5644249, 147991367]	[3938276, 145729302]	[2779028, 133307652]	[1013003, 122095297]	[2943471, 16313]	[1631662, 159970021]	[6258, 3310458]	[0, 0]
MUSCULO_65	[2376614, 112626471]	[511906, 90463843]	[4056588, 52716770]	[453026, 114033958]	[4044086, 115493446]	[439252, 111246239]	[505798, 90668790]	[521126, 90843779]	[455638, 88201929]	[1439637, 62275575]	[4317078, 282763074]	[439894, 56205956]	[1581794, 266435125]	[3549294, 177699992]	[1065735, 184226339]	[1986375, 173707219]	[3681189, 147991367]	[3157021, 145729302]	[2337798, 133307652]	[864797, 122095297]	[2651924, 16313]	[1367104, 159970021]	[6250, 3310458]	[0, 0]
MUSCULO_66	[1886019, 112626471]	[525447, 90463843]	[2127796, 52716770]	[531605, 114033958]	[2623895, 115493446]	[646321, 111246239]	[559660, 90668790]	[578667, 90843779]	[501875, 88201929]	[1100882, 62275575]	[3595541, 282763074]	[508758, 56205956]	[1754759, 266435125]	[3449993, 177699992]	[1094332, 184226339]	[1671237, 173707219]	[2215883, 147991367]	[2254261, 145729302]	[2196661, 133307652]	[934568, 122095297]	[2298289, 16313]	[1078099, 159970021]	[6378, 3310458]	[0, 0]
MUSCULO_67	[2391147, 112626471]	[514673, 90463843]	[3143718, 52716770]	[482312, 114033958]	[7294310, 115493446]	[445548, 111246239]	[531223, 90668790]	[542847, 90843779]	[439073, 88201929]	[1214066, 62275575]	[4757213, 282763074]	[547553, 56205956]	[1566271, 266435125]	[3358349, 177699992]	[1037184, 184226339]	[2159721, 173707219]	[3363951, 147991367]	[2869243, 145729302]	[2440200, 133307652]	[864126, 122095297]	[4020449, 16313]	[1223226, 159970021]	[5907, 3310458]	[0, 0]
MUSCULO_68	[2224014, 112626471]	[489392, 90463843]	[2713375, 52716770]	[485996, 114033958]	[5640355, 115493446]	[438373, 111246239]	[539228, 90668790]	[503452, 90843779]	[429661, 88201929]	[1252282, 62275575]	[4591773, 282763074]	[458875, 56205956]	[1408462, 266435125]	[3106880, 177699992]	[993530, 184226339]	[1795843, 173707219]	[2835466, 147991367]	[2709366, 145729302]	[2263458, 133307652]	[826687, 122095297]	[2000136, 16313]	[1165421, 159970021]	[5461, 3310458]	[0, 0]
MUSCULO_69	[1841893, 112626471]	[478675, 90463843]	[2547467, 52716770]	[478090, 114033958]	[6214451, 115493446]	[643720, 111246239]	[511601, 90668790]	[576296, 90843779]	[487935, 88201929]	[1239590, 62275575]	[3832018, 282763074]	[493623, 56205956]	[1522550, 266435125]	[3461920, 177699992]	[1033504, 184226339]	[1894557, 173707219]	[2782703, 147991367]	[2504853, 145729302]	[2236861, 133307652]	[832932, 122095297]	[3393502, 16313]	[1217792, 159970021]	[6224, 3310458]	[0, 0]
MUSCULO_70	[2338858, 112626471]	[572059, 90463843]	[2973273, 52716770]	[494850, 114033958]	[8190951, 115493446]	[461111, 111246239]	[544680, 90668790]	[545644, 90843779]	[451406, 88201929]	[1298029, 62275575]	[4621073, 282763074]	[575800, 56205956]	[1827066, 266435125]	[3127824, 177699992]	[1075810, 184226339]	[2172793, 173707219]	[3635528, 147991367]	[2992097, 145729302]	[2523698, 133307652]	[882806, 122095297]	[3916294, 16313]	[1306492, 159970021]	[1439, 3310458]	[0, 0]
MUSCULO_71	[2467356, 112626471]	[612096, 90463843]	[2987506, 52716770]	[578849, 114033958]	[4320236, 115493446]	[609926, 111246239]	[616074, 90668790]	[638301, 90843779]	[536092, 88201929]	[1406457, 62275575]	[4888748, 282763074]	[524102, 56205956]	[1849998, 266435125]	[3229338, 177699992]	[1227425, 184226339]	[1967812, 173707219]	[3160135, 147991367]	[2995216, 145729302]	[2592898, 133307652]	[1038345, 122095297]	[2376513, 16313]	[1321381, 159970021]	[6494, 3310458]	[0, 0]
MUSCULO_72	[1665106, 112626471]	[361277, 90463843]	[2291199, 52716770]	[334928, 114033958]	[5882213, 115493446]	[334203, 111246239]	[393777, 90668790]	[423225, 90843779]	[357336, 88201929]	[886887, 62275575]	[3327853, 282763074]	[381784, 56205956]	[1109910, 266435125]	[2338926, 177699992]	[829669, 184226339]	[1498543, 173707219]	[2418481, 147991367]	[2234979, 145729302]	[1726798, 133307652]	[600876, 122095297]	[2397723, 16313]	[944781, 159970021]	[4051, 3310458]	[0, 0]
MUSCULO_73	[3915919, 112626471]	[709842, 90463843]	[2925577, 52716770]	[697752, 114033958]	[20387278, 115493446]	[603033, 111246239]	[791963, 90668790]	[659897, 90843779]	[609416, 88201929]	[1890017, 62275575]	[10512511, 282763074]	[610206, 56205956]	[2090169, 266435125]	[5506143, 177699992]	[1527175, 184226339]	[4348976, 173707219]	[5541092, 147991367]	[3026644, 145729302]	[2659099, 133307652]	[1367572, 122095297]	[1367227, 16313]	[1174038, 159970021]	[7752, 3310458]	[0, 0]
MUSCULO_74	[2688137, 112626471]	[726540, 90463843]	[2593575, 52716770]	[809521, 114033958]	[7102175, 115493446]	[1310130, 111246239]	[857286, 90668790]	[842701, 90843779]	[736386, 88201929]	[1880289, 62275575]	[5862631, 282763074]	[739236, 56205956]	[2703316, 266435125]	[5667748, 177699992]	[1629373, 184226339]	[3134903, 173707219]	[3255552, 147991367]	[2981807, 145729302]	[2910360, 133307652]	[1402849, 122095297]	[4684570, 16313]	[1331236, 159970021]	[2114, 3310458]	[0, 0]
MUSCULO_75	[2792426, 112626471]	[659554, 90463843]	[2366702, 52716770]	[657854, 114033958]	[5050782, 115493446]	[650093, 111246239]	[762985, 90668790]	[673410, 90843779]	[614846, 88201929]	[1631149, 62275575]	[5665151, 282763074]	[646440, 56205956]	[1926539, 266435125]	[3632504, 177699992]	[1429995, 184226339]	[2539449, 173707219]	[2619377, 147991367]	[2774016, 145729302]	[2671477, 133307652]	[1210216, 122095297]	[3933818, 16313]	[1100354, 159970021]	[1628, 3310458]	[0, 0]
MUSCULO_76	[2749319, 112626471]	[650517, 90463843]	[1652562, 52716770]	[697199, 114033958]	[3341788, 115493446]	[586680, 111246239]	[718349, 90668790]	[716958, 90843779]	[640237, 88201929]	[1424860, 62275575]	[5159089, 282763074]	[671384, 56205956]	[1879058, 266435125]	[3159977, 177699992]	[1498986, 184226339]	[2261195, 173707219]	[2003071, 147991367]	[2221112, 145729302]	[2356426, 133307652]	[1205316, 122095297]	[3575403, 16313]	[1036951, 159970021]	[1784, 3310458]	[0, 0]
MUSCULO_77	[6924163, 112626471]	[1327914, 90463843]	[5669467, 52716770]	[1252621, 114033958]	[8505646, 115493446]	[1043357, 111246239]	[1318521, 90668790]	[1318512, 90843779]	[1149372, 88201929]	[3201200, 62275575]	[11294246, 282763074]	[1123851, 56205956]	[3938073, 266435125]	[9373351, 177699992]	[2863018, 184226339]	[4160519, 173707219]	[6754558, 147991367]	[5867513, 145729302]	[4862942, 133307652]	[2319955, 122095297]	[3502034, 16313]	[2479805, 159970021]	[3371, 3310458]	[0, 0]
